Insc. Red,logr_numpredial
221.096.01.0030,"SANTA LUZIA, 275"
221.096.01.0080,"SANTA LUZIA, 215"
221.095.01.0090,"SANTA LUZIA, 357"
221.093.02.0240,"SANTA LUZIA, 406"
221.095.01.0040,"SANTA LUZIA, 417"
221.096.01.0110,"SANTA LUZIA, 179"
221.095.01.0060,"SANTA LUZIA, 393"
221.093.02.0230,"SANTA LUZIA, 392"
221.094.04.2307,"SANTA LUZIA, 38"
221.099.04.2385,"SANTA LUZIA, 25"
221.093.02.0200,"SANTA LUZIA, 356"
221.096.01.0100,"SANTA LUZIA, 191"
221.096.01.0130,"SANTA LUZIA, 159"
221.099.04.2351,"SANTA LUZIA, 45"
221.095.01.0070,"SANTA LUZIA, 381"
221.093.02.0170,"SANTA LUZIA, 320"
221.095.01.0010,"SANTA LUZIA, 453"
221.096.01.0060,"SANTA LUZIA, 239"
221.094.04.2321,"SANTA LUZIA, 48"
221.096.01.0140,"SANTA LUZIA, 143"
221.095.01.0110,"SANTA LUZIA, 331"
221.062.02.1645,"SANTO ANTONIO, 400"
221.022.03.0171,"SAO FRANCISCO DE ASSIS, 125"
221.020.03.0080,"SAO FRANCISCO DE ASSIS, 70"
221.012.03.0177,"SAO FRANCISCO DE ASSIS, 155"
221.021.02.0118,"SAO FRANCISCO DE ASSIS, 140"
221.019.03.0076,"SAO FRANCISCO DE ASSIS, 10"
221.012.03.0135,"SAO FRANCISCO DE ASSIS, 213"
221.019.03.0091,"SAO FRANCISCO DE ASSIS, 26"
221.022.03.0215,"SAO FRANCISCO DE ASSIS, 109"
221.018.03.0204,"SAO FRANCISCO DE ASSIS, 35"
221.012.03.0149,"SAO FRANCISCO DE ASSIS, 183"
221.012.03.0130,"SAO FRANCISCO DE ASSIS, 225"
221.012.03.0093,"SAO FRANCISCO DE ASSIS, 182"
221.012.03.0125,"SAO FRANCISCO DE ASSIS, 237"
221.012.03.0108,"SAO FRANCISCO DE ASSIS, 196"
221.012.03.0237,"SAO FRANCISCO DE ASSIS, 129"
221.022.03.0150,"SAO FRANCISCO DE ASSIS, 706"
221.018.03.0162,"SAO FRANCISCO DE ASSIS, 25"
221.012.03.0115,"SAO FRANCISCO DE ASSIS, 230"
221.019.03.0133,"SAO FRANCISCO DE ASSIS, 40"
221.021.02.0082,"SAO FRANCISCO DE ASSIS, 130"
221.012.03.0120,"SAO FRANCISCO DE ASSIS, 249"
221.012.03.0191,"SAO FRANCISCO DE ASSIS, 141"
221.012.03.0163,"SAO FRANCISCO DE ASSIS, 169"
221.076.02.0120,"SAO GONCALO, 146"
221.076.02.0150,"SAO GONCALO, 135"
221.076.02.0180,"SAO GONCALO, 87"
221.076.02.0170,"SAO GONCALO, 103"
221.076.02.0010,"SAO GONCALO, 47"
221.076.02.0160,"SAO GONCALO, 117"
221.076.02.0190,"SAO GONCALO, 103"
221.076.02.0130,"SAO GONCALO, 130"
221.075.02.0010,"SAO GONCALO, 30"
221.075.02.0020,"SAO GONCALO, 18"
221.076.02.0140,"SAO GONCALO, 147"
221.076.02.1000,"SAO GONCALO, 100"
221.099.02.0210,"SAO JOAO BATISTA, 24"
221.099.02.0220,"SAO JOAO BATISTA, 36"
221.099.02.0240,"SAO JOAO BATISTA, 62"
221.099.02.0230,"SAO JOAO BATISTA, 52"
221.066.03.1801,"SEBASTIAO LUCAS PEREIRA, 333"
221.066.03.1638,"SEBASTIAO LUCAS PEREIRA, 415"
221.067.02.2012,"SEBASTIAO LUCAS PEREIRA, 131"
221.016.03.0383,"SEBASTIAO LUCAS PEREIRA, 360"
221.067.02.1964,"SEBASTIAO LUCAS PEREIRA, 179"
221.067.02.2036,"SEBASTIAO LUCAS PEREIRA, 107"
221.067.03.2006,"SEBASTIAO LUCAS PEREIRA, 135"
221.066.03.1728,"SEBASTIAO LUCAS PEREIRA, 359"
221.067.02.2060,"SEBASTIAO LUCAS PEREIRA, 85"
221.067.02.2024,"SEBASTIAO LUCAS PEREIRA, 121"
221.008.02.0024,"SEBASTIAO LUCAS PEREIRA, 238"
221.016.03.0070,"SEBASTIAO LUCAS PEREIRA, 416"
221.016.03.0105,"SEBASTIAO LUCAS PEREIRA, 458"
221.016.03.0046,"SEBASTIAO LUCAS PEREIRA, 394"
221.016.03.0093,"SEBASTIAO LUCAS PEREIRA, 448"
221.008.02.0084,"SEBASTIAO LUCAS PEREIRA, 308"
221.016.03.0058,"SEBASTIAO LUCAS PEREIRA, 404"
221.007.03.0131,"SEBASTIAO LUCAS PEREIRA, 118"
221.007.03.0107,"SEBASTIAO LUCAS PEREIRA, 98"
221.067.02.1976,"SEBASTIAO LUCAS PEREIRA, 167"
221.067.03.2000,"SEBASTIAO LUCAS PEREIRA, 137"
221.007.03.0059,"SEBASTIAO LUCAS PEREIRA, 54"
221.007.03.0167,"SEBASTIAO LUCAS PEREIRA, 156"
221.067.02.1952,"SEBASTIAO LUCAS PEREIRA, 205"
221.066.03.1673,"SEBASTIAO LUCAS PEREIRA, 379"
221.066.03.1838,"SEBASTIAO LUCAS PEREIRA, 279"
221.007.03.0095,"SEBASTIAO LUCAS PEREIRA, 86"
221.066.03.1885,"SEBASTIAO LUCAS PEREIRA, 243"
221.067.02.2050,"SEBASTIAO LUCAS PEREIRA, 95"
221.066.03.1650,"SEBASTIAO LUCAS PEREIRA, 405"
221.008.02.0036,"SEBASTIAO LUCAS PEREIRA, 254"
221.008.02.0100,"SEBASTIAO LUCAS PEREIRA, 320"
221.066.03.1870,"SEBASTIAO LUCAS PEREIRA, 249"
221.007.03.0119,"SEBASTIAO LUCAS PEREIRA, 108"
221.066.03.1685,"SEBASTIAO LUCAS PEREIRA, 375"
221.016.03.0036,"SEBASTIAO LUCAS PEREIRA, 386"
221.067.02.1957,"SEBASTIAO LUCAS PEREIRA, 185"
221.066.03.1661,"SEBASTIAO LUCAS PEREIRA, 395"
221.007.03.0083,"SEBASTIAO LUCAS PEREIRA, 76"
221.066.03.1808,"SEBASTIAO LUCAS PEREIRA, 323"
221.066.03.1612,"SEBASTIAO LUCAS PEREIRA, 439"
221.066.03.1740,"SEBASTIAO LUCAS PEREIRA, 359"
221.066.03.1826,"SEBASTIAO LUCAS PEREIRA, 293"
221.066.03.1850,"SEBASTIAO LUCAS PEREIRA, 267"
221.007.03.0154,"SEBASTIAO LUCAS PEREIRA, 140"
221.007.03.0143,"SEBASTIAO LUCAS PEREIRA, 130"
221.007.03.0047,"SEBASTIAO LUCAS PEREIRA, 42"
221.008.02.0048,"SEBASTIAO LUCAS PEREIRA, 268"
221.067.02.1996,"SEBASTIAO LUCAS PEREIRA, 141"
221.008.02.0120,"SEBASTIAO LUCAS PEREIRA, 332"
221.008.02.0304,"SEBASTIAO LUCAS PEREIRA, 226"
221.016.03.0082,"SEBASTIAO LUCAS PEREIRA, 434"
221.007.03.0215,"SEBASTIAO LUCAS PEREIRA, 188"
221.008.02.0060,"SEBASTIAO LUCAS PEREIRA, 282"
221.066.03.1688,"SEBASTIAO LUCAS PEREIRA, 391"
221.007.03.0203,"SEBASTIAO LUCAS PEREIRA, 182"
221.016.03.0164,"SEBASTIAO LUCAS PEREIRA, 468"
221.066.03.1813,"SEBASTIAO LUCAS PEREIRA, 313"
221.008.02.0072,"SEBASTIAO LUCAS PEREIRA, 296"
221.007.03.0236,"SEBASTIAO LUCAS PEREIRA, 192"
221.066.03.1695,"SEBASTIAO LUCAS PEREIRA, 369"
221.067.02.2075,"SEBASTIAO LUCAS PEREIRA, 75"
221.007.03.0179,"SEBASTIAO LUCAS PEREIRA, 170"
221.067.02.1986,"SEBASTIAO LUCAS PEREIRA, 153"
221.066.03.1863,"SEBASTIAO LUCAS PEREIRA, 255"
221.016.03.0023,"SEBASTIAO LUCAS PEREIRA, 370"
221.066.03.1626,"SEBASTIAO LUCAS PEREIRA, 425"
221.068.02.2121,"SEBASTIAO LUCAS PEREIRA, 45"
221.007.03.0071,"SEBASTIAO LUCAS PEREIRA, 68"
221.066.05.1752,"SEBASTIAO LUCAS PEREIRA -FUNDO, 383"
221.052.04.0250,"SEBASTIAO PROCOPIO NUNES, 15"
221.047.13.2328,"SEM DENOMINACAO OFICIAL, 0"
221.059.04.1080,"SEM DENOMINACAO OFICIAL, 50"
221.059.04.1100,"SEM DENOMINACAO OFICIAL, 80"
221.048.02.0606,"SEM DENOMINAÇÃO OFICIAL, 1111111"
221.052.03.0460,"VER. ABRAHAO JOAO FRANCISCO, 111"
221.102.01.0500,"VER. ABRAHAO JOAO FRANCISCO, 3830"
221.051.03.0591,"VEREADOR ABRAHAO JOAO FRANCISCO, 3520"
221.048.03.0700,"VEREADOR ABRAHAO JOAO FRANCISCO, 3400"
221.072.02.0500,"VEREADOR ABRAHAO JOAO FRANCISCO, 4000"
221.051.03.0600,"VEREADOR ABRAHAO JOAO FRANCISCO, 3550"
221.056.01.1000,"VEREADOR ABRAHAO JOAO FRANCISCO, 4400"
221.059.03.1270,"VEREADOR ABRAHAO JOAO FRANCISCO, 5262"
221.072.02.0324,"VEREADOR ABRAHAO JOAO FRANCISCO, 4200"
221.051.03.0255,"VEREADOR ABRAHAO JOAO FRANCISCO, 3600"
221.091.01.0160,"VEREADOR ABRAHAO JOAO FRANCISCO, 3100"
221.056.01.0462,"VEREADOR ABRAHAO JOAO FRANCISCO, 4400"
221.051.03.0266,"VEREADOR ABRAHAO JOAO FRANCISCO, 3720"
221.051.03.0650,"VEREADOR ABRAHAO JOAO FRANCISCO, 3650"
221.091.01.0010,"VEREADOR ABRAHAO JOAO FRANCISCO, 3050"
221.059.03.1235,"VEREADOR ABRAHAO JOAO FRANCISCO, 5296"
221.059.03.1280,"VEREADOR ABRAHAO JOAO FRANCISCO, 5320"
221.072.02.0400,"VEREADOR ABRAHAO JOAO FRANCISCO, 4150"
221.059.03.1144,"VEREADOR ABRAHAO JOAO FRANCISCO, 5350"
221.059.03.1304,"VEREADOR ABRAHAO JOAO FRANCISCO, 5230"
221.051.03.0581,"VEREADOR ABRAHAO JOAO FRANCISCO, 3500"
216.052.08.0544,"ADELINO FRANCISCO MAFRA, 55"
216.052.08.0547,"ADELINO FRANCISCO MAFRA, 35"
216.052.08.0543,"ADELINO FRANCISCO MAFRA, 68"
216.052.08.0545,"ADELINO FRANCISCO MAFRA, 41"
216.052.04.0535,"ADELINO FRANCISCO MAFRA, 20"
216.052.08.0542,"ADELINO FRANCISCO MAFRA, 30"
216.012.02.2400,"ADÉLIA SCHAEFER MOSER, 100"
216.012.02.2500,"ADÉLIA SCHAEFER MOSER, 120"
216.012.02.2402,"ADÉLIA SCHAEFER MOSER, S/N"
216.013.02.0800,"ADÉLIA SCHAEFER MOSER, 120"
216.012.02.1950,"ADÉLIA SCHAEFER MOSER, 86"
216.005.09.3700,"ALEXANDRE MOSER, 250"
216.005.09.3500,"ALEXANDRE MOSER, 200"
216.300.04.0620,"ALFONSO DALMOLIN, 234"
216.300.04.0700,"ALFONSO DALMOLIN, S/N"
216.088.03.1100,"ALFONSO DALMOLIN, 265"
216.300.04.0400,"ALFONSO DALMOLIN, 95"
216.088.03.0960,"ALFONSO DALMOLIN, 10"
216.300.04.1200,"ALFONSO DALMOLIN, 204"
216.163.01.0040,"ALFREDO LEDRA, 869"
216.163.01.0060,"ALFREDO LEDRA, 60"
216.164.03.0750,"ALFREDO LEDRA, 839"
216.163.03.0100,"ALFREDO LEDRA, 385"
216.163.03.5000,"ALFREDO LEDRA, 3205"
216.163.03.5400,"ALFREDO LEDRA, 2215"
216.163.03.5500,"ALFREDO LEDRA, 2224"
216.163.03.2000,"ALFREDO LEDRA, 1975"
216.163.03.1500,"ALFREDO LEDRA, 1319"
216.163.03.1400,"ALFREDO LEDRA, 1305"
216.163.03.1300,"ALFREDO LEDRA, 1285"
216.163.03.1200,"ALFREDO LEDRA, 1261"
216.163.03.1100,"ALFREDO LEDRA, 1235"
216.163.03.1000,"ALFREDO LEDRA, 1215"
216.163.03.1700,"ALFREDO LEDRA, 1405"
216.163.03.0410,"ALFREDO LEDRA, 659"
216.163.03.5200,"ALFREDO LEDRA, 2906"
216.163.03.1900,"ALFREDO LEDRA, 1757"
216.163.03.5190,"ALFREDO LEDRA, 2906"
216.163.03.5250,"ALFREDO LEDRA, 2805"
216.163.03.2500,"ALFREDO LEDRA, 1980"
216.163.03.0200,"ALFREDO LEDRA, 805"
216.082.06.0850,"ALMYSIO LUIZ, 82"
216.084.01.0200,"ALMYSIO LUIZ, 335"
216.084.01.0100,"ALMYSIO LUIZ, 300"
216.084.01.1200,"ALMYSIO LUIZ, 595"
216.082.06.0900,"ALMYSIO LUIZ, 126"
216.084.01.0330,"ALMYSIO LUIZ, 264"
216.084.01.0320,"ALMYSIO LUIZ, 250"
216.084.01.1000,"ALMYSIO LUIZ, 590"
216.082.01.1200,"ALMYSIO LUIZ, 220"
216.082.05.1220,"ALMYSIO LUIZ, 64"
216.085.06.0800,"ALOYSIUS WLOCH, 210"
216.060.02.0080,"AMBROZIO TESTONI, 87"
216.060.02.0040,"AMBROZIO TESTONI, 115"
216.060.02.0060,"AMBROZIO TESTONI, 103"
216.178.01.0060,"AMERICO ASSIS ANGIOLETTI, 1856"
216.178.01.0350,"AMERICO ASSIS ANGIOLETTI, 365"
216.189.16.9100,"AMIRTO HELLMANN, 311"
216.182.03.0600,"ANA VANAT ORLANDI, 131"
216.182.03.0980,"ANA VANAT ORLANDI, 365"
216.182.03.1200,"ANA VANAT ORLANDI, 30"
216.182.03.0700,"ANA VANAT ORLANDI, 207"
216.182.03.0560,"ANA VANAT ORLANDI, 79"
216.182.02.0430,"ANA VANAT ORLANDI, 411"
216.182.02.0450,"ANA VANAT ORLANDI, 381"
216.025.03.0620,"ANAIR DE SOUZA, 119"
216.026.01.0470,"ANAIR DE SOUZA, 24"
216.025.03.0630,"ANAIR DE SOUZA, 111"
216.026.01.0550,"ANAIR DE SOUZA, 88"
216.026.01.0480,"ANAIR DE SOUZA, 32"
216.025.03.0640,"ANAIR DE SOUZA, 103"
216.025.03.0720,"ANAIR DE SOUZA, 35"
216.026.01.0520,"ANAIR DE SOUZA, 64"
216.025.03.0715,"ANAIR DE SOUZA, 39"
216.025.03.0690,"ANAIR DE SOUZA, 63"
216.025.03.0710,"ANAIR DE SOUZA, 47"
216.025.03.0680,"ANAIR DE SOUZA, 71"
216.025.03.0740,"ANAIR DE SOUZA, 23"
216.026.01.0490,"ANAIR DE SOUZA, 40"
216.025.03.0700,"ANAIR DE SOUZA, 55"
216.026.01.0570,"ANAIR DE SOUZA, 104"
216.025.03.0650,"ANAIR DE SOUZA, 95"
216.026.01.0530,"ANAIR DE SOUZA, 72"
216.025.03.0760,"ANAIR DE SOUZA, 7"
216.026.01.0475,"ANAIR DE SOUZA, 28"
216.025.03.0730,"ANAIR DE SOUZA, 31"
216.025.03.0750,"ANAIR DE SOUZA, 15"
216.026.01.0510,"ANAIR DE SOUZA, 52"
216.026.01.0560,"ANAIR DE SOUZA, 96"
216.026.01.0580,"ANAIR DE SOUZA, 112"
216.026.01.0540,"ANAIR DE SOUZA, 80"
216.025.03.0660,"ANAIR DE SOUZA, 87"
216.025.03.0670,"ANAIR DE SOUZA, 79"
216.026.01.0500,"ANAIR DE SOUZA, 48"
216.005.08.1060,"ANNA CUSTODIO, 50"
216.005.08.1030,"ANNA CUSTODIO, 65"
216.005.08.1015,"ANNA CUSTODIO, 31"
216.005.08.1020,"ANNA CUSTODIO, 49"
216.005.08.1050,"ANNA CUSTODIO, 80"
216.087.22.8800,"ANNA MOSER, 330"
216.172.02.0090,"ANSELMO KNIHS, 72"
216.172.02.0120,"ANSELMO KNIHS, 102"
216.172.02.0030,"ANSELMO KNIHS, 12"
216.173.01.0050,"ANSELMO KNIHS, 55"
216.173.01.0030,"ANSELMO KNIHS, 35"
216.173.01.0070,"ANSELMO KNIHS, 75"
216.173.01.0020,"ANSELMO KNIHS, 25"
216.172.02.0170,"ANSELMO KNIHS, 152"
216.172.02.0070,"ANSELMO KNIHS, 52"
216.172.02.0130,"ANSELMO KNIHS, 112"
216.172.02.0140,"ANSELMO KNIHS, 122"
216.172.02.0050,"ANSELMO KNIHS, 32"
216.173.01.0080,"ANSELMO KNIHS, 85"
216.172.02.0080,"ANSELMO KNIHS, 62"
216.172.02.0060,"ANSELMO KNIHS, 42"
216.172.02.0150,"ANSELMO KNIHS, 132"
216.173.01.0120,"ANSELMO KNIHS, 125"
216.048.03.0360,"ANTENOR ANTONIO VIEIRA, 136"
216.048.03.0470,"ANTENOR ANTONIO VIEIRA, 280"
216.048.03.0420,"ANTENOR ANTONIO VIEIRA, 208"
216.048.03.0410,"ANTENOR ANTONIO VIEIRA, 196"
216.048.03.0565,"ANTENOR ANTONIO VIEIRA, 388"
216.048.03.0590,"ANTENOR ANTONIO VIEIRA, 436"
216.048.03.0380,"ANTENOR ANTONIO VIEIRA, 160"
216.048.03.0370,"ANTENOR ANTONIO VIEIRA, 148"
216.048.03.0320,"ANTENOR ANTONIO VIEIRA, 88"
216.048.03.0560,"ANTENOR ANTONIO VIEIRA, 376"
216.048.03.0350,"ANTENOR ANTONIO VIEIRA, 124"
216.048.03.0550,"ANTENOR ANTONIO VIEIRA, 364"
216.048.03.0600,"ANTENOR ANTONIO VIEIRA, 448"
216.048.03.0570,"ANTENOR ANTONIO VIEIRA, 400"
216.048.03.0430,"ANTENOR ANTONIO VIEIRA, 216"
216.048.03.0450,"ANTENOR ANTONIO VIEIRA, 250"
216.048.03.0490,"ANTENOR ANTONIO VIEIRA, 292"
216.048.03.0440,"ANTENOR ANTONIO VIEIRA, 232"
216.048.03.0390,"ANTENOR ANTONIO VIEIRA, 172"
216.048.03.0530,"ANTENOR ANTONIO VIEIRA, 340"
216.048.03.0400,"ANTENOR ANTONIO VIEIRA, 184"
216.048.03.0465,"ANTENOR ANTONIO VIEIRA, 266"
216.048.03.0510,"ANTENOR ANTONIO VIEIRA, 316"
216.048.03.0500,"ANTENOR ANTONIO VIEIRA, 304"
216.048.03.0620,"ANTENOR ANTONIO VIEIRA, 472"
216.048.03.0520,"ANTENOR ANTONIO VIEIRA, 328"
216.048.03.0580,"ANTENOR ANTONIO VIEIRA, 424"
216.048.03.0330,"ANTENOR ANTONIO VIEIRA, 100"
216.048.03.0540,"ANTENOR ANTONIO VIEIRA, 352"
216.048.03.0610,"ANTENOR ANTONIO VIEIRA, 460"
216.048.03.0340,"ANTENOR ANTONIO VIEIRA, 112"
216.015.01.0180,"ANTONIA APOLLINARIO, 154"
216.016.01.0030,"ANTONIA APOLLINARIO, 425"
216.017.04.0195,"ANTONIA APOLLINARIO, 225"
216.017.04.0150,"ANTONIA APOLLINARIO, 193"
216.015.01.0280,"ANTONIA APOLLINARIO, 310"
216.015.01.0320,"ANTONIA APOLLINARIO, 370"
216.017.04.0140,"ANTONIA APOLLINARIO, 187"
216.017.04.0130,"ANTONIA APOLLINARIO, 183"
216.017.04.0120,"ANTONIA APOLLINARIO, 177"
216.017.04.0210,"ANTONIA APOLLINARIO, 255"
216.015.01.0260,"ANTONIA APOLLINARIO, 280"
216.015.01.1000,"ANTONIA APOLLINARIO, 715"
216.016.01.0350,"ANTONIA APOLLINARIO, 695"
216.016.01.0020,"ANTONIA APOLLINARIO, 445"
216.015.01.0270,"ANTONIA APOLLINARIO, 300"
216.016.01.0050,"ANTONIA APOLLINARIO, 383"
216.016.01.0080,"ANTONIA APOLLINARIO, 371"
216.017.04.0160,"ANTONIA APOLLINARIO, 199"
216.016.01.0015,"ANTONIA APOLLINARIO, 457"
216.016.02.0110,"ANTONIA APOLLINARIO, 335"
216.014.02.0200,"ANTONIA APOLLINARIO, 325"
216.016.01.0090,"ANTONIA APOLLINARIO, 355"
216.017.04.0110,"ANTONIA APOLLINARIO, 163"
216.015.01.0950,"ANTONIA APOLLINARIO, 849"
216.015.01.0900,"ANTONIA APOLLINARIO, 849"
216.015.01.0170,"ANTONIA APOLLINARIO, 140"
216.015.01.0190,"ANTONIA APOLLINARIO, 166"
216.015.02.0230,"ANTONIA APOLLINARIO, 238"
216.015.01.0310,"ANTONIA APOLLINARIO, 350"
216.015.01.0200,"ANTONIA APOLLINARIO, 186"
216.016.01.0300,"ANTONIA APOLLINARIO, 655"
216.016.01.0100,"ANTONIA APOLLINARIO, 345"
216.017.04.0180,"ANTONIA APOLLINARIO, 215"
216.017.04.0170,"ANTONIA APOLLINARIO, 209"
216.015.01.0330,"ANTONIA APOLLINARIO, 390"
216.016.01.0010,"ANTONIA APOLLINARIO, 475"
216.015.01.0290,"ANTONIA APOLLINARIO, 320"
216.017.04.0200,"ANTONIA APOLLINARIO, 233"
216.015.01.0300,"ANTONIA APOLLINARIO, 340"
216.016.01.0040,"ANTONIA APOLLINARIO, 405"
216.058.01.0015,"ANTONIO BENTO DA SILVA, 488"
216.058.01.0020,"ANTONIO BENTO DA SILVA, 478"
216.059.01.0030,"ANTONIO BENTO DA SILVA, 451"
216.058.01.0060,"ANTONIO BENTO DA SILVA, 432"
216.058.01.0110,"ANTONIO BENTO DA SILVA, 360"
216.058.01.0010,"ANTONIO BENTO DA SILVA, 492"
216.059.01.0300,"ANTONIO BENTO DA SILVA, 141"
216.058.01.0030,"ANTONIO BENTO DA SILVA, 468"
216.059.01.0140,"ANTONIO BENTO DA SILVA, 195"
216.058.01.0050,"ANTONIO BENTO DA SILVA, 444"
216.059.01.0120,"ANTONIO BENTO DA SILVA, 245"
216.058.01.0192,"ANTONIO BENTO DA SILVA, 206"
216.059.01.0130,"ANTONIO BENTO DA SILVA, 94"
216.058.01.0240,"ANTONIO BENTO DA SILVA, 150"
216.058.01.0176,"ANTONIO BENTO DA SILVA, 270"
216.058.01.0198,"ANTONIO BENTO DA SILVA, 196"
216.059.01.0325,"ANTONIO BENTO DA SILVA, 119"
216.058.01.0090,"ANTONIO BENTO DA SILVA, 396"
216.058.01.0265,"ANTONIO BENTO DA SILVA, 110"
216.058.01.0012,"ANTONIO BENTO DA SILVA, 492"
216.058.01.0180,"ANTONIO BENTO DA SILVA, 258"
216.058.01.0184,"ANTONIO BENTO DA SILVA, 236"
216.058.01.0270,"ANTONIO BENTO DA SILVA, 100"
216.059.01.0150,"ANTONIO BENTO DA SILVA, 177"
216.059.01.0390,"ANTONIO BENTO DA SILVA, 59"
216.058.01.0140,"ANTONIO BENTO DA SILVA, 336"
216.058.01.0160,"ANTONIO BENTO DA SILVA, 298"
216.058.01.0230,"ANTONIO BENTO DA SILVA, 176"
216.059.01.0100,"ANTONIO BENTO DA SILVA, 297"
216.059.01.0350,"ANTONIO BENTO DA SILVA, 83"
216.058.01.0290,"ANTONIO BENTO DA SILVA, 82"
216.058.01.0080,"ANTONIO BENTO DA SILVA, 408"
216.058.01.0170,"ANTONIO BENTO DA SILVA, 286"
216.059.01.0160,"ANTONIO BENTO DA SILVA, 167"
216.058.01.0070,"ANTONIO BENTO DA SILVA, 420"
216.058.01.0188,"ANTONIO BENTO DA SILVA, 222"
216.059.01.0400,"ANTONIO BENTO DA SILVA, 35"
216.058.01.0130,"ANTONIO BENTO DA SILVA, 348"
216.058.01.0250,"ANTONIO BENTO DA SILVA, 130"
216.058.01.0150,"ANTONIO BENTO DA SILVA, 322"
216.058.01.0280,"ANTONIO BENTO DA SILVA, 92"
216.058.01.0300,"ANTONIO BENTO DA SILVA, 20"
216.058.01.0260,"ANTONIO BENTO DA SILVA, 120"
216.059.01.0080,"ANTONIO BENTO DA SILVA, 345"
216.059.01.0170,"ANTONIO BENTO DA SILVA, 155"
216.059.01.0050,"ANTONIO BENTO DA SILVA, 393"
216.058.01.0120,"ANTONIO BENTO DA SILVA, 354"
216.058.01.0040,"ANTONIO BENTO DA SILVA, 456"
216.059.01.0040,"ANTONIO BENTO DA SILVA, 405"
216.058.01.0200,"ANTONIO BENTO DA SILVA, 186"
216.058.01.0100,"ANTONIO BENTO DA SILVA, 384"
216.189.17.9650,"ANTONIO GASTALDI FILHO, 2194"
216.189.17.9455,"ANTONIO GASTALDI FILHO, 1970"
216.189.17.9425,"ANTONIO GASTALDI FILHO, 2120"
216.189.15.9350,"ANTONIO GASTALDI FILHO, 15"
216.189.17.9725,"ANTONIO GASTALDI FILHO, 1695"
216.189.17.9350,"ANTONIO GASTALDI FILHO, 2210"
216.007.02.1200,"ANTONIO HEIL - RODOVIA DEPUTADO, 2267"
216.064.03.0700,"ANTONIO HEIL - RODOVIA DEPUTADO, 6305"
216.270.02.0500,"ANTONIO LIRA, 200"
216.009.01.0026,"ANTONIO ROCHA D'ANDRADE, S/N"
216.189.16.4720,"AQUILINO BURIGO, 86"
216.189.16.4700,"AQUILINO BURIGO, 96"
216.189.16.4800,"AQUILINO BURIGO, 150"
216.189.16.9000,"AQUILINO BURIGO, 121"
216.019.01.0315,"ARI ZERMIANI, 222"
216.020.01.0010,"ARI ZERMIANI, 127"
216.019.01.0385,"ARI ZERMIANI, 266"
216.019.01.0375,"ARI ZERMIANI, 256"
216.019.01.0330,"ARI ZERMIANI, 234"
216.091.01.0700,"ARI ZERMIANI, 2002"
216.019.01.0300,"ARI ZERMIANI, 210"
216.091.01.0500,"ARI ZERMIANI, 500"
216.019.01.0345,"ARI ZERMIANI, 246"
216.059.09.1500,"ARISTIDES PEDRONI, 700"
216.055.01.1150,"ARISTIDES PEDRONI, 250"
216.058.04.1600,"ARISTIDES PEDRONI, 515"
216.059.04.0010,"ARISTIDES PEDRONI, 501"
216.057.01.0100,"ARISTIDES PEDRONI, 225"
216.056.01.0050,"ARISTIDES PEDRONI, 402"
216.055.01.1200,"ARISTIDES PEDRONI, S/N"
216.055.01.1000,"ARISTIDES PEDRONI, 130"
216.055.01.1100,"ARISTIDES PEDRONI, 220"
216.058.04.1500,"ARISTIDES PEDRONI, 491"
216.056.01.0100,"ARISTIDES PEDRONI, 450"
216.055.01.0950,"ARISTIDES PEDRONI, 50"
216.059.04.1800,"ARISTIDES PEDRONI, 600"
216.056.01.0010,"ARISTIDES PEDRONI, 370"
216.058.04.1180,"ARISTIDES PEDRONI, 391"
216.055.01.1130,"ARISTIDES PEDRONI, 240"
216.056.01.0070,"ARISTIDES PEDRONI, 460"
216.059.04.1600,"ARISTIDES PEDRONI, 723"
216.059.09.1300,"ARISTIDES PEDRONI, 699"
216.056.01.0200,"ARISTIDES PEDRONI, 570"
216.056.01.0012,"ARISTIDES PEDRONI, 370"
216.030.02.0080,"ARLINDO MAFRA, 35"
216.025.01.0510,"ARLINDO MAFRA, 287"
216.029.02.0150,"ARLINDO MAFRA, 73"
216.032.01.0020,"ARLINDO MAFRA, 274"
216.036.04.0280,"ARLINDO MAFRA, 24"
216.029.02.0140,"ARLINDO MAFRA, 85"
216.035.04.0320,"ARLINDO MAFRA, 108"
216.027.01.0050,"ARLINDO MAFRA, 217"
216.028.02.0170,"ARLINDO MAFRA, 143"
216.028.02.0180,"ARLINDO MAFRA, 131"
216.027.01.0040,"ARLINDO MAFRA, 229"
216.036.04.0270,"ARLINDO MAFRA, 12"
216.032.01.0010,"ARLINDO MAFRA, 286"
216.036.04.0290,"ARLINDO MAFRA, 36"
216.028.02.0150,"ARLINDO MAFRA, 173"
216.025.01.0520,"ARLINDO MAFRA, 275"
216.035.04.0300,"ARLINDO MAFRA, 84"
216.035.04.0290,"ARLINDO MAFRA, 108"
216.029.02.0130,"ARLINDO MAFRA, 97"
216.028.02.0160,"ARLINDO MAFRA, 163"
216.033.04.0310,"ARLINDO MAFRA, 218"
216.033.04.0300,"ARLINDO MAFRA, 206"
216.033.04.0320,"ARLINDO MAFRA, 230"
216.027.01.0070,"ARLINDO MAFRA, 193"
216.034.04.0300,"ARLINDO MAFRA, 156"
216.027.01.0060,"ARLINDO MAFRA, 205"
216.030.02.0090,"ARLINDO MAFRA, 23"
